"model_name","id","label"
"Airplane body_wing_rivets.step","246","0"
"Airplane body_wing_rivets.step","247","0"
"Airplane body_wing_rivets.step","248","0"
"Airplane body_wing_rivets.step","249","0"
"Airplane body_wing_rivets.step","250","0"
"Airplane body_wing_rivets.step","251","0"
"Airplane body_wing_rivets.step","252","0"
"Airplane body_wing_rivets.step","253","0"
"Airplane body_wing_rivets.step","254","0"
"Airplane body_wing_rivets.step","255","0"
"Airplane body_wing_rivets.step","256","0"
"Airplane body_wing_rivets.step","257","0"
"Airplane body_wing_rivets.step","258","0"
"Airplane body_wing_rivets.step","259","0"
"Airplane body_wing_rivets.step","260","0"
"Airplane body_wing_rivets.step","261","0"
"Airplane body_wing_rivets.step","262","0"
"Airplane body_wing_rivets.step","263","0"
"Airplane body_wing_rivets.step","264","0"
"Airplane body_wing_rivets.step","265","0"
"Airplane body_wing_rivets.step","266","0"
"Airplane body_wing_rivets.step","267","0"
"Airplane body_wing_rivets.step","268","0"
"Airplane body_wing_rivets.step","269","0"
"Airplane body_wing_rivets.step","270","0"
"Airplane body_wing_rivets.step","271","0"
"Airplane body_wing_rivets.step","272","0"
"Airplane body_wing_rivets.step","273","0"
"Airplane body_wing_rivets.step","274","0"
"Airplane body_wing_rivets.step","275","0"
"Airplane body_wing_rivets.step","276","0"
"Airplane body_wing_rivets.step","277","0"
"Airplane body_wing_rivets.step","278","0"
"Airplane body_wing_rivets.step","279","0"
"Airplane body_wing_rivets.step","280","0"
"Airplane body_wing_rivets.step","281","0"
"Airplane body_wing_rivets.step","282","0"
"Airplane body_wing_rivets.step","283","0"
"Airplane body_wing_rivets.step","284","0"
"Airplane body_wing_rivets.step","285","0"
"Airplane body_wing_rivets.step","286","0"
"Airplane body_wing_rivets.step","287","0"
"Airplane body_wing_rivets.step","288","0"
"Airplane body_wing_rivets.step","289","0"
"Airplane body_wing_rivets.step","290","0"
"Airplane body_wing_rivets.step","291","0"
"Airplane body_wing_rivets.step","292","0"
"Airplane body_wing_rivets.step","293","0"
"Airplane body_wing_rivets.step","294","0"
"Airplane body_wing_rivets.step","295","0"
"Airplane body_wing_rivets.step","296","0"
"Airplane body_wing_rivets.step","297","0"
"Airplane body_wing_rivets.step","298","0"
"Airplane body_wing_rivets.step","299","0"
"Airplane body_wing_rivets.step","300","0"
"Airplane body_wing_rivets.step","301","0"
"Airplane body_wing_rivets.step","302","0"
"Airplane body_wing_rivets.step","303","0"
"Airplane body_wing_rivets.step","304","0"
"Airplane body_wing_rivets.step","305","0"
"Airplane body_wing_rivets.step","306","0"
"Airplane body_wing_rivets.step","307","0"
"Airplane body_wing_rivets.step","308","0"
"Airplane body_wing_rivets.step","309","0"
"Airplane body_wing_rivets.step","310","0"
"Airplane body_wing_rivets.step","311","0"
"Airplane body_wing_rivets.step","312","0"
"Airplane body_wing_rivets.step","313","0"
"Airplane body_wing_rivets.step","314","0"
"Airplane body_wing_rivets.step","315","0"
"Airplane body_wing_rivets.step","316","0"
"Airplane body_wing_rivets.step","317","0"
"Airplane body_wing_rivets.step","318","0"
"Airplane body_wing_rivets.step","319","0"
"Airplane body_wing_rivets.step","320","0"
"Airplane body_wing_rivets.step","321","0"
"Airplane body_wing_rivets.step","322","0"
"Airplane body_wing_rivets.step","323","0"
"Airplane body_wing_rivets.step","324","0"
"Airplane body_wing_rivets.step","325","0"
"Airplane body_wing_rivets.step","326","0"
"Airplane body_wing_rivets.step","327","0"
"Airplane body_wing_rivets.step","328","0"
"Airplane body_wing_rivets.step","329","0"
"Airplane body_wing_rivets.step","330","0"
"Airplane body_wing_rivets.step","331","0"
"Airplane body_wing_rivets.step","332","0"
"Airplane body_wing_rivets.step","333","0"
"Airplane body_wing_rivets.step","334","0"
"Airplane body_wing_rivets.step","335","0"
"Airplane body_wing_rivets.step","336","0"
"Airplane body_wing_rivets.step","337","0"
"Airplane body_wing_rivets.step","338","0"
"Airplane body_wing_rivets.step","339","0"
"Airplane body_wing_rivets.step","340","0"
"Airplane body_wing_rivets.step","341","0"
"Airplane body_wing_rivets.step","342","0"
"Airplane body_wing_rivets.step","343","0"
"Airplane body_wing_rivets.step","344","0"
"Airplane body_wing_rivets.step","345","0"
"Airplane body_wing_rivets.step","346","0"
"Airplane body_wing_rivets.step","347","0"
"Airplane body_wing_rivets.step","348","0"
"Airplane body_wing_rivets.step","349","0"
"Airplane body_wing_rivets.step","350","0"
"Airplane body_wing_rivets.step","351","0"
"Airplane body_wing_rivets.step","352","0"
"Airplane body_wing_rivets.step","353","0"
"Airplane body_wing_rivets.step","354","0"
"Airplane body_wing_rivets.step","355","0"
"Airplane body_wing_rivets.step","356","0"
"Airplane body_wing_rivets.step","357","0"
"Airplane body_wing_rivets.step","358","0"
"Airplane body_wing_rivets.step","359","0"
"Airplane body_wing_rivets.step","360","0"
"Airplane body_wing_rivets.step","361","0"
"Airplane body_wing_rivets.step","362","0"
"Airplane body_wing_rivets.step","363","0"
"Airplane body_wing_rivets.step","364","0"
"Airplane body_wing_rivets.step","365","0"
"Airplane body_wing_rivets.step","366","0"
"Airplane body_wing_rivets.step","367","0"
"Airplane body_wing_rivets.step","368","0"
"Airplane body_wing_rivets.step","369","0"
"Airplane body_wing_rivets.step","370","0"
"Airplane body_wing_rivets.step","371","0"
"Airplane body_wing_rivets.step","372","0"
"Airplane body_wing_rivets.step","373","0"
"Airplane body_wing_rivets.step","374","0"
"Airplane body_wing_rivets.step","375","0"
"Airplane body_wing_rivets.step","376","0"
"Airplane body_wing_rivets.step","377","0"
"Airplane body_wing_rivets.step","378","0"
"Airplane body_wing_rivets.step","379","0"
"Airplane body_wing_rivets.step","380","0"
"Airplane body_wing_rivets.step","381","0"
"Airplane body_wing_rivets.step","382","0"
"Airplane body_wing_rivets.step","383","0"
"Airplane body_wing_rivets.step","384","0"
"Airplane body_wing_rivets.step","385","0"
"Airplane body_wing_rivets.step","386","0"
"Airplane body_wing_rivets.step","387","0"
"Airplane body_wing_rivets.step","388","0"
"Airplane body_wing_rivets.step","389","0"
"Airplane body_wing_rivets.step","390","0"
"Airplane body_wing_rivets.step","391","0"
"Airplane body_wing_rivets.step","392","0"
"Airplane body_wing_rivets.step","393","0"
"Airplane body_wing_rivets.step","394","0"
"Airplane body_wing_rivets.step","395","0"
"Airplane body_wing_rivets.step","396","0"
"Airplane body_wing_rivets.step","397","0"
"Airplane body_wing_rivets.step","398","0"
"Airplane body_wing_rivets.step","399","0"
"Airplane body_wing_rivets.step","400","0"
"Airplane body_wing_rivets.step","401","0"
"Airplane body_wing_rivets.step","402","0"
"Airplane body_wing_rivets.step","403","0"
"Airplane body_wing_rivets.step","404","0"
"Airplane body_wing_rivets.step","405","0"
"Airplane body_wing_rivets.step","406","0"
"Airplane body_wing_rivets.step","407","0"
"Airplane body_wing_rivets.step","408","0"
"Airplane body_wing_rivets.step","409","0"
"Airplane body_wing_rivets.step","410","0"
"Airplane body_wing_rivets.step","411","0"
"Airplane body_wing_rivets.step","412","1"
"Airplane body_wing_rivets.step","413","1"
"Airplane body_wing_rivets.step","414","1"
"Airplane body_wing_rivets.step","415","1"
"Airplane body_wing_rivets.step","416","1"
"Airplane body_wing_rivets.step","417","1"
"Airplane body_wing_rivets.step","418","1"
"Airplane body_wing_rivets.step","419","1"
"Airplane body_wing_rivets.step","420","1"
"Airplane body_wing_rivets.step","421","1"
"Airplane body_wing_rivets.step","422","1"
"Airplane body_wing_rivets.step","423","1"
"Airplane body_wing_rivets.step","424","1"
"Airplane body_wing_rivets.step","425","1"
"Airplane body_wing_rivets.step","426","1"
"Airplane body_wing_rivets.step","427","1"
"Airplane body_wing_rivets.step","428","1"
"Airplane body_wing_rivets.step","429","1"
"Airplane body_wing_rivets.step","430","0"
"Airplane body_wing_rivets.step","431","0"
"Airplane body_wing_rivets.step","432","0"
"Airplane body_wing_rivets.step","433","0"
"Airplane body_wing_rivets.step","434","0"
"Airplane body_wing_rivets.step","435","0"
"Airplane body_wing_rivets.step","436","0"
"Airplane body_wing_rivets.step","437","0"
"Airplane body_wing_rivets.step","438","0"
"Airplane body_wing_rivets.step","439","0"
"Airplane body_wing_rivets.step","440","0"
"Airplane body_wing_rivets.step","441","0"
"Airplane body_wing_rivets.step","442","0"
"Airplane body_wing_rivets.step","443","0"
"Airplane body_wing_rivets.step","444","0"
"Airplane body_wing_rivets.step","445","0"
"Airplane body_wing_rivets.step","446","0"
"Airplane body_wing_rivets.step","447","0"
"Airplane body_wing_rivets.step","448","0"
"Airplane body_wing_rivets.step","449","0"
"Airplane body_wing_rivets.step","450","0"
"Airplane body_wing_rivets.step","451","0"
"Airplane body_wing_rivets.step","452","0"
"Airplane body_wing_rivets.step","453","0"
"Airplane body_wing_rivets.step","454","0"
"Airplane body_wing_rivets.step","455","0"
"Airplane body_wing_rivets.step","456","0"
"Airplane body_wing_rivets.step","457","0"
"Airplane body_wing_rivets.step","458","0"
"Airplane body_wing_rivets.step","459","0"
"Airplane body_wing_rivets.step","460","0"
"Airplane body_wing_rivets.step","461","0"
"Airplane body_wing_rivets.step","462","0"
"Airplane body_wing_rivets.step","463","0"
"Airplane body_wing_rivets.step","464","0"
"Airplane body_wing_rivets.step","465","0"
"Airplane body_wing_rivets.step","466","0"
"Airplane body_wing_rivets.step","467","0"
"Airplane body_wing_rivets.step","468","0"
"Airplane body_wing_rivets.step","469","0"
"Airplane body_wing_rivets.step","470","0"
"Airplane body_wing_rivets.step","471","0"
"Airplane body_wing_rivets.step","472","0"
"Airplane body_wing_rivets.step","473","0"
"Airplane body_wing_rivets.step","474","0"
"Airplane body_wing_rivets.step","475","0"
"Airplane body_wing_rivets.step","476","0"
"Airplane body_wing_rivets.step","477","0"
"Airplane body_wing_rivets.step","478","0"
"Airplane body_wing_rivets.step","479","0"
"Airplane body_wing_rivets.step","480","0"
"Airplane body_wing_rivets.step","481","0"
"Airplane body_wing_rivets.step","482","0"
"Airplane body_wing_rivets.step","483","0"
"Airplane body_wing_rivets.step","484","0"
"Airplane body_wing_rivets.step","485","0"
"Airplane body_wing_rivets.step","486","0"
"Airplane body_wing_rivets.step","487","0"
"Airplane body_wing_rivets.step","488","0"
"Airplane body_wing_rivets.step","489","0"
"Airplane body_wing_rivets.step","490","0"
"Airplane body_wing_rivets.step","491","0"
"Airplane body_wing_rivets.step","492","0"
"Airplane body_wing_rivets.step","493","0"
"Airplane body_wing_rivets.step","494","0"
"Airplane body_wing_rivets.step","495","0"
"Airplane body_wing_rivets.step","496","0"
"Airplane body_wing_rivets.step","497","0"
"Airplane body_wing_rivets.step","498","0"
"Airplane body_wing_rivets.step","499","0"
"Airplane body_wing_rivets.step","500","0"
"Airplane body_wing_rivets.step","501","0"
"Airplane body_wing_rivets.step","502","0"
"Airplane body_wing_rivets.step","503","1"
"Airplane body_wing_rivets.step","504","1"
"Airplane body_wing_rivets.step","505","1"
"Airplane body_wing_rivets.step","506","1"
"Airplane body_wing_rivets.step","507","1"
"Airplane body_wing_rivets.step","508","1"
"Airplane body_wing_rivets.step","509","1"
"Airplane body_wing_rivets.step","510","1"
"Airplane body_wing_rivets.step","511","0"
"Airplane body_wing_rivets.step","512","0"
"Airplane body_wing_rivets.step","513","0"
"Airplane body_wing_rivets.step","514","0"
"Airplane body_wing_rivets.step","515","0"
"Airplane body_wing_rivets.step","516","0"
"Airplane body_wing_rivets.step","517","0"
"Airplane body_wing_rivets.step","518","0"
"Airplane body_wing_rivets.step","519","0"
"Airplane body_wing_rivets.step","520","0"
"Airplane body_wing_rivets.step","521","0"
"Airplane body_wing_rivets.step","522","0"
"Airplane body_wing_rivets.step","523","0"
"Airplane body_wing_rivets.step","524","0"
"Airplane body_wing_rivets.step","525","0"
"Airplane body_wing_rivets.step","526","0"
"Airplane body_wing_rivets.step","527","0"
"Airplane body_wing_rivets.step","528","0"
"Airplane body_wing_rivets.step","529","0"
"Airplane body_wing_rivets.step","530","0"
"Airplane body_wing_rivets.step","531","0"
"Airplane body_wing_rivets.step","532","0"
"Airplane body_wing_rivets.step","533","0"
"Airplane body_wing_rivets.step","534","0"
"Airplane body_wing_rivets.step","535","0"
"Airplane body_wing_rivets.step","536","0"
"Airplane body_wing_rivets.step","537","0"
"Airplane body_wing_rivets.step","538","0"
"Airplane body_wing_rivets.step","539","0"
"Airplane body_wing_rivets.step","540","0"
"Airplane body_wing_rivets.step","541","0"
"Airplane body_wing_rivets.step","542","0"
"Airplane body_wing_rivets.step","543","0"
"Airplane body_wing_rivets.step","544","0"
"Airplane body_wing_rivets.step","545","0"
"Airplane body_wing_rivets.step","546","0"
"Airplane body_wing_rivets.step","547","0"
"Airplane body_wing_rivets.step","548","0"
"Airplane body_wing_rivets.step","549","0"
"Airplane body_wing_rivets.step","550","0"
"Airplane body_wing_rivets.step","551","0"
"Airplane body_wing_rivets.step","552","0"
"Airplane body_wing_rivets.step","553","0"
"Airplane body_wing_rivets.step","554","1"
"Airplane body_wing_rivets.step","555","1"
"Airplane body_wing_rivets.step","556","1"
"Airplane body_wing_rivets.step","557","1"
"Airplane body_wing_rivets.step","558","1"
"Airplane body_wing_rivets.step","559","1"
"Airplane body_wing_rivets.step","560","1"
"Airplane body_wing_rivets.step","561","1"
"Airplane body_wing_rivets.step","562","1"
"Airplane body_wing_rivets.step","563","1"
"Airplane body_wing_rivets.step","564","1"
"Airplane body_wing_rivets.step","565","1"
"Airplane body_wing_rivets.step","566","1"
"Airplane body_wing_rivets.step","567","0"
"Airplane body_wing_rivets.step","568","0"
"Airplane body_wing_rivets.step","569","0"
"Airplane body_wing_rivets.step","570","0"
"Airplane body_wing_rivets.step","571","0"
"Airplane body_wing_rivets.step","572","0"
"Airplane body_wing_rivets.step","573","0"
"Airplane body_wing_rivets.step","574","0"
"Airplane body_wing_rivets.step","575","0"
"Airplane body_wing_rivets.step","576","0"
"Airplane body_wing_rivets.step","577","0"
"Airplane body_wing_rivets.step","578","0"
"Airplane body_wing_rivets.step","579","0"
"Airplane body_wing_rivets.step","580","0"
"Airplane body_wing_rivets.step","581","0"
"Airplane body_wing_rivets.step","582","2"
"Airplane body_wing_rivets.step","583","0"
"Airplane body_wing_rivets.step","584","0"
"Airplane body_wing_rivets.step","585","0"
"Airplane body_wing_rivets.step","586","0"
"Airplane body_wing_rivets.step","587","0"
"Airplane body_wing_rivets.step","588","2"
"Airplane body_wing_rivets.step","589","0"
"Airplane body_wing_rivets.step","590","0"
"Airplane body_wing_rivets.step","591","0"
"Airplane body_wing_rivets.step","592","0"
"Airplane body_wing_rivets.step","593","0"
"Airplane body_wing_rivets.step","594","2"
"Airplane body_wing_rivets.step","595","0"
"Airplane body_wing_rivets.step","596","0"
"Airplane body_wing_rivets.step","597","0"
"Airplane body_wing_rivets.step","598","0"
"Airplane body_wing_rivets.step","599","0"
"Airplane body_wing_rivets.step","600","2"
"Airplane body_wing_rivets.step","601","0"
"Airplane body_wing_rivets.step","602","0"
"Airplane body_wing_rivets.step","603","0"
"Airplane body_wing_rivets.step","604","0"
"Airplane body_wing_rivets.step","605","0"
"Airplane body_wing_rivets.step","606","2"
"Airplane body_wing_rivets.step","607","0"
"Airplane body_wing_rivets.step","608","0"
"Airplane body_wing_rivets.step","609","0"
"Airplane body_wing_rivets.step","610","0"
"Airplane body_wing_rivets.step","611","0"
"Airplane body_wing_rivets.step","612","2"
"Airplane body_wing_rivets.step","613","0"
"Airplane body_wing_rivets.step","614","0"
"Airplane body_wing_rivets.step","615","0"
"Airplane body_wing_rivets.step","616","0"
"Airplane body_wing_rivets.step","617","0"
"Airplane body_wing_rivets.step","618","2"
"Airplane body_wing_rivets.step","619","0"
"Airplane body_wing_rivets.step","620","0"
"Airplane body_wing_rivets.step","621","0"
"Airplane body_wing_rivets.step","622","0"
"Airplane body_wing_rivets.step","623","0"
"Airplane body_wing_rivets.step","624","2"
"Airplane body_wing_rivets.step","625","0"
"Airplane body_wing_rivets.step","626","0"
"Airplane body_wing_rivets.step","627","0"
"Airplane body_wing_rivets.step","628","0"
"Airplane body_wing_rivets.step","629","0"
"Airplane body_wing_rivets.step","630","2"
"Airplane body_wing_rivets.step","631","0"
"Airplane body_wing_rivets.step","632","0"
"Airplane body_wing_rivets.step","633","0"
"Airplane body_wing_rivets.step","634","0"
"Airplane body_wing_rivets.step","635","0"
"Airplane body_wing_rivets.step","636","2"
"Airplane body_wing_rivets.step","637","0"
"Airplane body_wing_rivets.step","638","0"
"Airplane body_wing_rivets.step","639","0"
"Airplane body_wing_rivets.step","640","0"
"Airplane body_wing_rivets.step","641","0"
"Airplane body_wing_rivets.step","642","2"
"Airplane body_wing_rivets.step","643","0"
"Airplane body_wing_rivets.step","644","0"
"Airplane body_wing_rivets.step","645","0"
"Airplane body_wing_rivets.step","646","0"
"Airplane body_wing_rivets.step","647","0"
"Airplane body_wing_rivets.step","648","2"
"Airplane body_wing_rivets.step","649","0"
"Airplane body_wing_rivets.step","650","0"
"Airplane body_wing_rivets.step","651","0"
"Airplane body_wing_rivets.step","652","0"
"Airplane body_wing_rivets.step","653","0"
"Airplane body_wing_rivets.step","654","2"
"Airplane body_wing_rivets.step","655","0"
"Airplane body_wing_rivets.step","656","0"
"Airplane body_wing_rivets.step","657","0"
"Airplane body_wing_rivets.step","658","0"
"Airplane body_wing_rivets.step","659","0"
"Airplane body_wing_rivets.step","660","2"
"Airplane body_wing_rivets.step","661","0"
"Airplane body_wing_rivets.step","662","0"
"Airplane body_wing_rivets.step","663","0"
"Airplane body_wing_rivets.step","664","0"
"Airplane body_wing_rivets.step","665","0"
