face_id,pred_label,pred_name,pred_confidence
1470,0,background,
1471,0,background,
1472,0,background,
1473,0,background,
1474,0,background,
1475,0,background,
1476,0,background,
1477,0,background,
1478,0,background,
1479,2,surface_feature,
1480,2,surface_feature,
1481,0,background,
1482,0,background,
1483,0,background,
1484,0,background,
1485,2,surface_feature,
1486,2,surface_feature,
1487,0,background,
1488,0,background,
1489,0,background,
1490,0,background,
1491,0,background,
1492,0,background,
1493,0,background,
1494,0,background,
1495,0,background,
1496,0,background,
1497,0,background,
1498,0,background,
1499,0,background,
1500,0,background,
1501,0,background,
1502,0,background,
1503,0,background,
1504,0,background,
1505,0,background,
1506,0,background,
1507,0,background,
1508,0,background,
1509,0,background,
1510,0,background,
1511,0,background,
1512,0,background,
1513,0,background,
1514,0,background,
1515,0,background,
1516,0,background,
1517,0,background,
1518,0,background,
1519,0,background,
1520,0,background,
1521,0,background,
1522,0,background,
1523,0,background,
1524,0,background,
1525,0,background,
1526,0,background,
1527,0,background,
1528,0,background,
1529,0,background,
1530,0,background,
1531,0,background,
1532,0,background,
1533,0,background,
1534,0,background,
1535,0,background,
1536,0,background,
1537,0,background,
1538,0,background,
1539,0,background,
1540,0,background,
1541,0,background,
1542,0,background,
1543,0,background,
1544,0,background,
1545,0,background,
1546,0,background,
1547,0,background,
1548,0,background,
1549,0,background,
1550,0,background,
1551,2,surface_feature,
1552,2,surface_feature,
1553,0,background,
1554,2,surface_feature,
1555,2,surface_feature,
1556,0,background,
1557,0,background,
1558,0,background,
1559,0,background,
1560,0,background,
1561,0,background,
1562,0,background,
1563,0,background,
1564,0,background,
1565,0,background,
1566,0,background,
1567,0,background,
1568,0,background,
1569,0,background,
1570,0,background,
1571,0,background,
1572,0,background,
1573,0,background,
1574,0,background,
1575,0,background,
1576,0,background,
1577,0,background,
1578,0,background,
1579,0,background,
1580,0,background,
1581,0,background,
1582,0,background,
1583,0,background,
1584,0,background,
1585,0,background,
1586,0,background,
1587,0,background,
1588,0,background,
1589,0,background,
1590,0,background,
1591,0,background,
1592,0,background,
1593,0,background,
1594,0,background,
1595,0,background,
1596,0,background,
1597,0,background,
1598,0,background,
1599,0,background,
1600,0,background,
1601,2,surface_feature,
1602,2,surface_feature,
1603,0,background,
1604,0,background,
1605,0,background,
1606,0,background,
1607,0,background,
1608,0,background,
1609,0,background,
1610,0,background,
1611,0,background,
1612,0,background,
1613,0,background,
1614,0,background,
1615,0,background,
1616,0,background,
1617,0,background,
1618,0,background,
1619,0,background,
1620,0,background,
1621,0,background,
1622,0,background,
1623,0,background,
1624,0,background,
1625,0,background,
1626,0,background,
1627,0,background,
1628,0,background,
1629,0,background,
1630,0,background,
1631,0,background,
1632,0,background,
1633,0,background,
1634,0,background,
1635,0,background,
1636,0,background,
1637,0,background,
1638,0,background,
1639,0,background,
1640,0,background,
1641,0,background,
1642,0,background,
1643,0,background,
1644,0,background,
1645,0,background,
1646,0,background,
1647,0,background,
1648,0,background,
1649,0,background,
1650,0,background,
1651,0,background,
1652,0,background,
1653,0,background,
1654,0,background,
1655,0,background,
1656,0,background,
1657,0,background,
1658,0,background,
1659,0,background,
1660,0,background,
1661,0,background,
1662,0,background,
1663,0,background,
1664,0,background,
1665,0,background,
1666,0,background,
1667,0,background,
1668,0,background,
1669,0,background,
1670,0,background,
1671,0,background,
1672,0,background,
1673,0,background,
1674,0,background,
1675,0,background,
1676,0,background,
1677,0,background,
1678,0,background,
1679,0,background,
1680,0,background,
1681,0,background,
1682,0,background,
1683,0,background,
1684,0,background,
1685,0,background,
1686,0,background,
1687,0,background,
1688,0,background,
1689,0,background,
1690,0,background,
1691,0,background,
1692,0,background,
1693,0,background,
1694,0,background,
1695,0,background,
1696,0,background,
1697,0,background,
1698,0,background,
1699,0,background,
1700,0,background,
1701,0,background,
1702,0,background,
1703,0,background,
1704,0,background,
1705,0,background,
1706,0,background,
1707,0,background,
1708,0,background,
1709,0,background,
1710,0,background,
1711,0,background,
1712,0,background,
1713,0,background,
1714,0,background,
1715,0,background,
1716,0,background,
1717,0,background,
1718,0,background,
1719,0,background,
1720,0,background,
1721,0,background,
1722,0,background,
1723,0,background,
1724,0,background,
1725,0,background,
1726,0,background,
1727,0,background,
1728,0,background,
1729,0,background,
1730,0,background,
1731,0,background,
1732,0,background,
1733,0,background,
1734,0,background,
1735,0,background,
1736,0,background,
1737,0,background,
1738,0,background,
1739,0,background,
1740,0,background,
1741,0,background,
1742,0,background,
1743,0,background,
1744,0,background,
1745,0,background,
1746,0,background,
1747,0,background,
1748,0,background,
1749,0,background,
1750,0,background,
1751,0,background,
1752,0,background,
1753,0,background,
1754,0,background,
1755,0,background,
1756,0,background,
1757,0,background,
1758,2,surface_feature,
1759,2,surface_feature,
1760,2,surface_feature,
1761,2,surface_feature,
1762,2,surface_feature,
1763,2,surface_feature,
1764,2,surface_feature,
1765,2,surface_feature,
1766,0,background,
1767,0,background,
1768,2,surface_feature,
1769,2,surface_feature,
1770,2,surface_feature,
1771,2,surface_feature,
1772,2,surface_feature,
1773,2,surface_feature,
1774,2,surface_feature,
1775,2,surface_feature,
